,Unnamed: 0,timeStamp,resourceId,endTimeZone,value,subjectId,aggrType,startTimeZone
0,71,,0.2.85,"05/12/2023, 19:00:00",5025.75,lumi.54ef4410004b16e7,3,"05/12/2023, 18:30:00"
1,70,,0.1.85,"05/12/2023, 19:00:00",2462.666667,lumi.54ef4410004b16e7,3,"05/12/2023, 18:30:00"
2,69,,0.3.85,"05/12/2023, 19:00:00",101200.0,lumi.54ef4410004b16e7,3,"05/12/2023, 18:30:00"
3,68,"05/12/2023, 18:44:03",0.2.85,"05/12/2023, 19:00:00",5185.0,lumi.54ef4410004b16e7,2,"05/12/2023, 18:30:00"
4,67,"05/12/2023, 18:44:03",0.1.85,"05/12/2023, 19:00:00",2480.0,lumi.54ef4410004b16e7,2,"05/12/2023, 18:30:00"
5,66,"05/12/2023, 18:44:03",0.3.85,"05/12/2023, 19:00:00",101200.0,lumi.54ef4410004b16e7,2,"05/12/2023, 18:30:00"
6,65,"05/12/2023, 18:48:34",0.1.85,"05/12/2023, 19:00:00",2428.0,lumi.54ef4410004b16e7,1,"05/12/2023, 18:30:00"
7,64,"05/12/2023, 18:44:03",0.3.85,"05/12/2023, 19:00:00",101200.0,lumi.54ef4410004b16e7,1,"05/12/2023, 18:30:00"
8,63,"05/12/2023, 18:44:19",0.2.85,"05/12/2023, 19:00:00",4557.0,lumi.54ef4410004b16e7,1,"05/12/2023, 18:30:00"
9,62,,0.2.85,"05/12/2023, 19:30:00",5777.0,lumi.54ef4410004b16e7,3,"05/12/2023, 19:00:00"
10,61,,0.3.85,"05/12/2023, 19:30:00",101280.0,lumi.54ef4410004b16e7,3,"05/12/2023, 19:00:00"
11,60,"05/12/2023, 19:23:09",0.2.85,"05/12/2023, 19:30:00",5777.0,lumi.54ef4410004b16e7,2,"05/12/2023, 19:00:00"
12,59,"05/12/2023, 19:08:53",0.3.85,"05/12/2023, 19:30:00",101280.0,lumi.54ef4410004b16e7,2,"05/12/2023, 19:00:00"
13,58,"05/12/2023, 19:08:53",0.3.85,"05/12/2023, 19:30:00",101280.0,lumi.54ef4410004b16e7,1,"05/12/2023, 19:00:00"
14,57,"05/12/2023, 19:23:09",0.2.85,"05/12/2023, 19:30:00",5777.0,lumi.54ef4410004b16e7,1,"05/12/2023, 19:00:00"
15,56,,0.2.85,"05/12/2023, 20:00:00",5773.0,lumi.54ef4410004b16e7,3,"05/12/2023, 19:30:00"
16,55,,0.1.85,"05/12/2023, 20:00:00",2428.0,lumi.54ef4410004b16e7,3,"05/12/2023, 19:30:00"
17,54,,0.3.85,"05/12/2023, 20:00:00",101305.0,lumi.54ef4410004b16e7,3,"05/12/2023, 19:30:00"
18,53,"05/12/2023, 19:39:05",0.2.85,"05/12/2023, 20:00:00",5773.0,lumi.54ef4410004b16e7,2,"05/12/2023, 19:30:00"
19,52,"05/12/2023, 19:39:05",0.1.85,"05/12/2023, 20:00:00",2428.0,lumi.54ef4410004b16e7,2,"05/12/2023, 19:30:00"
20,51,"05/12/2023, 19:33:46",0.3.85,"05/12/2023, 20:00:00",101310.0,lumi.54ef4410004b16e7,2,"05/12/2023, 19:30:00"
21,50,"05/12/2023, 19:39:05",0.1.85,"05/12/2023, 20:00:00",2428.0,lumi.54ef4410004b16e7,1,"05/12/2023, 19:30:00"
22,49,"05/12/2023, 19:39:05",0.3.85,"05/12/2023, 20:00:00",101300.0,lumi.54ef4410004b16e7,1,"05/12/2023, 19:30:00"
23,48,"05/12/2023, 19:39:05",0.2.85,"05/12/2023, 20:00:00",5773.0,lumi.54ef4410004b16e7,1,"05/12/2023, 19:30:00"
24,47,,0.3.85,"05/12/2023, 20:30:00",101325.0,lumi.54ef4410004b16e7,3,"05/12/2023, 20:00:00"
25,46,"05/12/2023, 20:07:06",0.3.85,"05/12/2023, 20:30:00",101340.0,lumi.54ef4410004b16e7,2,"05/12/2023, 20:00:00"
26,45,"05/12/2023, 20:29:48",0.3.85,"05/12/2023, 20:30:00",101310.0,lumi.54ef4410004b16e7,1,"05/12/2023, 20:00:00"
27,44,,0.2.85,"05/12/2023, 21:00:00",5900.0,lumi.54ef4410004b16e7,3,"05/12/2023, 20:30:00"
28,43,,0.1.85,"05/12/2023, 21:00:00",2476.5,lumi.54ef4410004b16e7,3,"05/12/2023, 20:30:00"
29,42,,0.3.85,"05/12/2023, 21:00:00",101320.0,lumi.54ef4410004b16e7,3,"05/12/2023, 20:30:00"
30,41,"05/12/2023, 20:34:00",0.2.85,"05/12/2023, 21:00:00",5900.0,lumi.54ef4410004b16e7,2,"05/12/2023, 20:30:00"
31,40,"05/12/2023, 20:42:49",0.1.85,"05/12/2023, 21:00:00",2479.0,lumi.54ef4410004b16e7,2,"05/12/2023, 20:30:00"
32,39,"05/12/2023, 20:44:06",0.3.85,"05/12/2023, 21:00:00",101340.0,lumi.54ef4410004b16e7,2,"05/12/2023, 20:30:00"
33,38,"05/12/2023, 20:34:00",0.1.85,"05/12/2023, 21:00:00",2474.0,lumi.54ef4410004b16e7,1,"05/12/2023, 20:30:00"
34,37,"05/12/2023, 20:34:00",0.3.85,"05/12/2023, 21:00:00",101300.0,lumi.54ef4410004b16e7,1,"05/12/2023, 20:30:00"
35,36,"05/12/2023, 20:34:00",0.2.85,"05/12/2023, 21:00:00",5900.0,lumi.54ef4410004b16e7,1,"05/12/2023, 20:30:00"
36,35,,0.2.85,"05/12/2023, 21:30:00",5999.0,lumi.54ef4410004b16e7,3,"05/12/2023, 21:00:00"
37,34,,0.1.85,"05/12/2023, 21:30:00",2494.0,lumi.54ef4410004b16e7,3,"05/12/2023, 21:00:00"
38,33,,0.3.85,"05/12/2023, 21:30:00",101390.0,lumi.54ef4410004b16e7,3,"05/12/2023, 21:00:00"
39,32,"05/12/2023, 21:28:56",0.2.85,"05/12/2023, 21:30:00",5999.0,lumi.54ef4410004b16e7,2,"05/12/2023, 21:00:00"
40,31,"05/12/2023, 21:28:56",0.1.85,"05/12/2023, 21:30:00",2494.0,lumi.54ef4410004b16e7,2,"05/12/2023, 21:00:00"
41,30,"05/12/2023, 21:19:36",0.3.85,"05/12/2023, 21:30:00",101400.0,lumi.54ef4410004b16e7,2,"05/12/2023, 21:00:00"
42,29,"05/12/2023, 21:28:56",0.1.85,"05/12/2023, 21:30:00",2494.0,lumi.54ef4410004b16e7,1,"05/12/2023, 21:00:00"
43,28,"05/12/2023, 21:05:20",0.3.85,"05/12/2023, 21:30:00",101370.0,lumi.54ef4410004b16e7,1,"05/12/2023, 21:00:00"
44,27,"05/12/2023, 21:28:56",0.2.85,"05/12/2023, 21:30:00",5999.0,lumi.54ef4410004b16e7,1,"05/12/2023, 21:00:00"
45,26,,0.3.85,"05/12/2023, 22:00:00",101430.0,lumi.54ef4410004b16e7,3,"05/12/2023, 21:30:00"
46,25,"05/12/2023, 21:41:02",0.3.85,"05/12/2023, 22:00:00",101430.0,lumi.54ef4410004b16e7,2,"05/12/2023, 21:30:00"
47,24,"05/12/2023, 21:41:02",0.3.85,"05/12/2023, 22:00:00",101430.0,lumi.54ef4410004b16e7,1,"05/12/2023, 21:30:00"
48,23,,0.2.85,"05/12/2023, 22:30:00",6931.0,lumi.54ef4410004b16e7,3,"05/12/2023, 22:00:00"
49,22,,0.1.85,"05/12/2023, 22:30:00",2508.0,lumi.54ef4410004b16e7,3,"05/12/2023, 22:00:00"
50,21,,0.3.85,"05/12/2023, 22:30:00",101430.0,lumi.54ef4410004b16e7,3,"05/12/2023, 22:00:00"
51,20,"05/12/2023, 22:13:59",0.2.85,"05/12/2023, 22:30:00",7530.0,lumi.54ef4410004b16e7,2,"05/12/2023, 22:00:00"
52,19,"05/12/2023, 22:23:52",0.1.85,"05/12/2023, 22:30:00",2508.0,lumi.54ef4410004b16e7,2,"05/12/2023, 22:00:00"
53,18,"05/12/2023, 22:07:45",0.3.85,"05/12/2023, 22:30:00",101460.0,lumi.54ef4410004b16e7,2,"05/12/2023, 22:00:00"
54,17,"05/12/2023, 22:23:52",0.1.85,"05/12/2023, 22:30:00",2508.0,lumi.54ef4410004b16e7,1,"05/12/2023, 22:00:00"
55,16,"05/12/2023, 22:23:52",0.3.85,"05/12/2023, 22:30:00",101400.0,lumi.54ef4410004b16e7,1,"05/12/2023, 22:00:00"
56,15,"05/12/2023, 22:23:52",0.2.85,"05/12/2023, 22:30:00",6634.0,lumi.54ef4410004b16e7,1,"05/12/2023, 22:00:00"
57,14,,0.3.85,"05/12/2023, 23:00:00",101490.0,lumi.54ef4410004b16e7,3,"05/12/2023, 22:30:00"
58,13,"05/12/2023, 22:44:56",0.3.85,"05/12/2023, 23:00:00",101490.0,lumi.54ef4410004b16e7,2,"05/12/2023, 22:30:00"
59,12,"05/12/2023, 22:44:56",0.3.85,"05/12/2023, 23:00:00",101490.0,lumi.54ef4410004b16e7,1,"05/12/2023, 22:30:00"
60,11,,0.2.85,"05/12/2023, 23:30:00",6946.0,lumi.54ef4410004b16e7,3,"05/12/2023, 23:00:00"
61,10,,0.1.85,"05/12/2023, 23:30:00",2491.0,lumi.54ef4410004b16e7,3,"05/12/2023, 23:00:00"
62,9,,0.3.85,"05/12/2023, 23:30:00",101510.0,lumi.54ef4410004b16e7,3,"05/12/2023, 23:00:00"
63,8,"05/12/2023, 23:18:47",0.2.85,"05/12/2023, 23:30:00",6946.0,lumi.54ef4410004b16e7,2,"05/12/2023, 23:00:00"
64,7,"05/12/2023, 23:18:47",0.1.85,"05/12/2023, 23:30:00",2491.0,lumi.54ef4410004b16e7,2,"05/12/2023, 23:00:00"
65,6,"05/12/2023, 23:24:52",0.3.85,"05/12/2023, 23:30:00",101520.0,lumi.54ef4410004b16e7,2,"05/12/2023, 23:00:00"
66,5,"05/12/2023, 23:18:47",0.1.85,"05/12/2023, 23:30:00",2491.0,lumi.54ef4410004b16e7,1,"05/12/2023, 23:00:00"
67,4,"05/12/2023, 23:18:47",0.3.85,"05/12/2023, 23:30:00",101500.0,lumi.54ef4410004b16e7,1,"05/12/2023, 23:00:00"
68,3,"05/12/2023, 23:18:47",0.2.85,"05/12/2023, 23:30:00",6946.0,lumi.54ef4410004b16e7,1,"05/12/2023, 23:00:00"
69,2,,0.3.85,"05/13/2023, 00:00:00",101490.0,lumi.54ef4410004b16e7,3,"05/12/2023, 23:30:00"
70,1,"05/12/2023, 23:40:36",0.3.85,"05/13/2023, 00:00:00",101490.0,lumi.54ef4410004b16e7,2,"05/12/2023, 23:30:00"
71,0,"05/12/2023, 23:40:36",0.3.85,"05/13/2023, 00:00:00",101490.0,lumi.54ef4410004b16e7,1,"05/12/2023, 23:30:00"
72,296,,0.2.85,"05/13/2023, 00:30:00",7219.0,lumi.54ef4410004b16e7,3,"05/13/2023, 00:00:00"
73,295,,0.1.85,"05/13/2023, 00:30:00",2503.0,lumi.54ef4410004b16e7,3,"05/13/2023, 00:00:00"
74,294,,0.3.85,"05/13/2023, 00:30:00",101503.333333,lumi.54ef4410004b16e7,3,"05/13/2023, 00:00:00"
75,293,"05/13/2023, 00:13:43",0.2.85,"05/13/2023, 00:30:00",7219.0,lumi.54ef4410004b16e7,2,"05/13/2023, 00:00:00"
76,292,"05/13/2023, 00:13:43",0.1.85,"05/13/2023, 00:30:00",2503.0,lumi.54ef4410004b16e7,2,"05/13/2023, 00:00:00"
77,291,"05/13/2023, 00:02:44",0.3.85,"05/13/2023, 00:30:00",101520.0,lumi.54ef4410004b16e7,2,"05/13/2023, 00:00:00"
78,290,"05/13/2023, 00:13:43",0.1.85,"05/13/2023, 00:30:00",2503.0,lumi.54ef4410004b16e7,1,"05/13/2023, 00:00:00"
